Calendar Year,Land Class,Land Category,State,County,FIPS Code,Offshore Region,Product,Volume
2003,Federal,Onshore,California,San Joaquin,"06077","",Gas (mcf),4886
2003,Federal,Onshore,Arizona,Maricopa,"04013","",Salt (ton),369
2003,Federal,Onshore,Utah,Emery,"49015","",Oil (bbl),6155
2003,Federal,Onshore,North Dakota,Mckenzie,"38053","",Oil (bbl),1017102
2003,Federal,Onshore,Mississippi,Lowndes,"28087","",Oil (bbl),235
2003,Federal,Onshore,North Dakota,Mountrail,"38061","",Oil (bbl),299
2003,Federal,Onshore,Mississippi,Lowndes,"28087","",Gas (mcf),118539
2003,Mixed Exploratory,Onshore,Utah,Grand,"49019","",Oil (bbl),922
2003,Federal,Onshore,Oklahoma,Alfalfa,"40003","",Oil (bbl),339
2003,Mixed Exploratory,Onshore,Utah,Grand,"49019","",Gas (mcf),3991
2003,Federal,Offshore,"","","",Gulf of Mexico,Salt (ton),29696
2003,Mixed Exploratory,Onshore,Colorado,San Miguel,"08113","",Gas (mcf),389637
2003,Federal,Onshore,Oklahoma,Greer,"40055","",Gas (mcf),2993
2003,Mixed Exploratory,Onshore,New Mexico,Eddy,"35015","",Oil (bbl),57586
2003,Federal,Onshore,Texas,Starr,"48427","",Gas (mcf),13184306
2003,Federal,Onshore,Kansas,Finney,"20055","",Gas (mcf),1814151
2003,Federal,Onshore,Montana,Glacier,"30035","",Gas (mcf),12972
2003,Federal,Onshore,Montana,Glacier,"30035","",Oil (bbl),5447
2003,Federal,Onshore,California,Contra Costa,"06013","",Gas (mcf),914
2003,Federal,Onshore,Kansas,Meade,"20119","",Oil (bbl),16
2003,Federal,Onshore,Kansas,Meade,"20119","",Gas (mcf),12255
2003,Mixed Exploratory,Onshore,New Mexico,Eddy,"35015","",Gas (mcf),697374
2003,Federal,Onshore,North Dakota,Renville,"38075","",Gas (mcf),6673
2003,Federal,Onshore,Mississippi,Monroe,"28095","",Oil (bbl),3
2003,Federal,Onshore,Mississippi,Monroe,"28095","",Gas (mcf),147600
2003,Federal,Onshore,North Dakota,Mountrail,"38061","",Gas (mcf),5172
2003,Federal,Onshore,Louisiana,Claiborne,"22027","",Oil (bbl),34587
2003,Federal,Onshore,Oklahoma,Alfalfa,"40003","",Gas (mcf),56302
2003,Federal,Offshore,"","","",Alaska,Oil (bbl),3832241
2003,Federal,Onshore,Louisiana,S Pass,"22721","",Gas (mcf),21596
2003,Federal,Onshore,North Dakota,Renville,"38075","",Oil (bbl),30365
2003,Mixed Exploratory,Onshore,Colorado,San Miguel,"08113","",Oil (bbl),640
2003,Federal,Onshore,Alabama,Escambia,"01053","",Oil (bbl),17898
2003,Federal,Onshore,West Virginia,Pocahontas,"54075","",Gas (mcf),124028
2003,Federal,Onshore,West Virginia,Preston,"54077","",Gas (mcf),130255
2003,Mixed Exploratory,Onshore,Wyoming,Sublette,"56035","",Oil (bbl),247940
2003,Federal,Onshore,Oklahoma,Grady,"40051","",Gas (mcf),61497
2003,Federal,Onshore,Oklahoma,Grady,"40051","",Oil (bbl),2934
2003,Federal,Onshore,Texas,Hidalgo,"48215","",Gas (mcf),145405
2003,Federal,Onshore,Montana,Garfield,"30033","",Oil (bbl),4630
2003,Federal,Onshore,Louisiana,St Martin,"22099","",Oil (bbl),1056
2003,Federal,Onshore,California,Fresno,"06019","",Oil (bbl),44966
2003,Federal,Onshore,California,Fresno,"06019","",Gas (mcf),687962
2003,Federal,Onshore,Louisiana,St Martin,"22099","",Gas (mcf),1751
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Sodium bi-carbonate (ton),155188
2003,Federal,Onshore,Oklahoma,Garvin,"40049","",Oil (bbl),1908
2003,Federal,Onshore,Mississippi,Pearl River,"28109","",Oil (bbl),7003
2003,Federal,Onshore,Mississippi,Pearl River,"28109","",Gas (mcf),34840
2003,Federal,Onshore,Alabama,Escambia,"01053","",Gas (mcf),2378
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Carbon dioxide (ton),1555
2003,Federal,Onshore,Oklahoma,Garfield,"40047","",Gas (mcf),114738
2003,Federal,Onshore,Oklahoma,Garfield,"40047","",Oil (bbl),1013
2003,Federal,Onshore,Mississippi,Perry,"28111","",Oil (bbl),214811
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Soda ash (ton),522471
2003,Federal,Onshore,Montana,Fergus,"30027","",Gas (mcf),19664
2003,Federal,Onshore,Oklahoma,Beaver,"40007","",Oil (bbl),2419
2003,Federal,Onshore,Oklahoma,Beaver,"40007","",Gas (mcf),266820
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Coal (ton),1943772
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Gas (mcf),49812430
2003,Federal,Onshore,Colorado,Rio Blanco,"08103","",Oil (bbl),2955906
2003,Federal,Onshore,Mississippi,Perry,"28111","",Gas (mcf),66607
2003,Federal,Onshore,California,San Bernardino,"06071","",Anhydrous sodium sulfate (ton),164769
2003,Federal,Onshore,California,San Bernardino,"06071","",Borax-decahydrate (ton),7181
2003,Federal,Onshore,California,San Bernardino,"06071","",Sodium bi-carbonate (ton),96
2003,Federal,Onshore,California,San Bernardino,"06071","",Borax-anhydrous (ton),206
2003,Federal,Onshore,California,San Bernardino,"06071","",Soda ash (ton),803481
2003,Federal,Onshore,California,San Bernardino,"06071","",Borax-pentahydrate (ton),7320
2003,Federal,Onshore,California,San Bernardino,"06071","",Salt (ton),33622
2003,Federal,Onshore,California,San Bernardino,"06071","",Boric acid (ton),16417
2003,Federal,Onshore,Oklahoma,Ellis,"40045","",Gas (mcf),391087
2003,Federal,Onshore,Texas,Nacogdoches,"48347","",Gas (mcf),19750
2003,Federal,Onshore,Kentucky,Mccreary,"21147","",Gas (mcf),985
2003,Federal,Onshore,Montana,Fallon,"30025","",Gas (mcf),5417154
2003,Federal,Onshore,Montana,Fallon,"30025","",Oil (bbl),2440617
2003,Federal,Onshore,Oklahoma,Ellis,"40045","",Oil (bbl),13259
2003,Federal,Onshore,Mississippi,Scott,"28123","",Oil (bbl),6914
2003,Federal,Onshore,California,San Benito,"06069","",Gas (mcf),33
2003,Federal,Onshore,Oklahoma,Beckham,"40009","",Oil (bbl),1183
2003,Federal,Onshore,California,San Benito,"06069","",Oil (bbl),1921
2003,Federal,Onshore,California,Glenn,"06021","",Gas (mcf),12375
2003,Federal,Onshore,Texas,Hidalgo,"48215","",Oil (bbl),592
2003,Federal,Onshore,Oklahoma,Dewey,"40043","",Gas (mcf),632162
2003,Federal,Onshore,Oklahoma,Dewey,"40043","",Oil (bbl),14406
2003,Federal,Onshore,Mississippi,Stone,"28131","",Gas (mcf),99946
2003,Federal,Onshore,Oklahoma,Beckham,"40009","",Gas (mcf),1219404
2003,Federal,Onshore,West Virginia,Randolph,"54083","",Gas (mcf),47509
2003,Federal,Onshore,Texas,Nacogdoches,"48347","",Oil (bbl),18
2003,Federal,Onshore,Mississippi,Wayne,"28153","",Oil (bbl),74415
2003,Federal,Onshore,Mississippi,Wayne,"28153","",Gas (mcf),75689
2003,Federal,Onshore,New Mexico,Roosevelt,"35041","",Gas (mcf),1425626
2003,Federal,Onshore,Kentucky,Letcher,"21133","",Gas (mcf),758
2003,Federal,Onshore,New Mexico,Mckinley,"35031","",Oil (bbl),20704
2003,Federal,Onshore,New Mexico,San Juan,"35045","",Coal (ton),10374879
2003,Federal,Onshore,New Mexico,San Juan,"35045","",Gas (mcf),450080779
2003,Federal,Onshore,California,Sacramento,"06067","",Gas (mcf),4849474
2003,Federal,Onshore,California,Sacramento,"06067","",Oil (bbl),4141
2003,Federal,Onshore,New Mexico,Sandoval,"35043","",Oil (bbl),37764
2003,Mixed Exploratory,Onshore,Wyoming,Fremont,"56013","",Oil (bbl),13612
2003,Federal,Onshore,California,Imperial,"06025","","Geothermal - electrical generation, kilowatt hours (kwh)",390347006
2003,Federal,Onshore,California,Imperial,"06025","","Geothermal - electrical generation, other (mmbtu)",211508
2003,Federal,Onshore,Utah,Sevier,"49041","",Coal (ton),6482551
2003,Federal,Onshore,Texas,Hemphill,"48211","",Gas (mcf),32392
2003,Mixed Exploratory,Onshore,Wyoming,Fremont,"56013","",Gas (mcf),247160
2003,Federal,Onshore,Oklahoma,Custer,"40039","",Gas (mcf),363939
2003,Federal,Onshore,Oklahoma,Custer,"40039","",Oil (bbl),2778
2003,Federal,Onshore,Mississippi,Wilkinson,"28157","",Oil (bbl),11998
2003,Federal,Onshore,Mississippi,Wilkinson,"28157","",Gas (mcf),150724
2003,Federal,Onshore,California,Monterey,"06053","",Gas (mcf),1457
2003,Federal,Onshore,California,Monterey,"06053","",Oil (bbl),5054
2003,Mixed Exploratory,Onshore,Wyoming,Uinta,"56041","",Oil (bbl),288
2003,Mixed Exploratory,Onshore,Wyoming,Uinta,"56041","",Gas (mcf),11698
2003,Federal,Onshore,Oklahoma,Creek,"40037","",Gas (mcf),33
2003,Federal,Onshore,North Dakota,Oliver,"38065","",Coal (ton),33314
2003,Federal,Onshore,California,Mono,"06051","","Geothermal - electrical generation, kilowatt hours (kwh)",95893248
2003,Federal,Onshore,Oklahoma,Creek,"40037","",Oil (bbl),137
2003,Federal,Onshore,Kansas,Morton,"20129","",Oil (bbl),31732
2003,Federal,Onshore,Montana,Big Horn,"30003","",Gas (mcf),634330
2003,Federal,Onshore,Montana,Big Horn,"30003","",Coal (ton),13372545
2003,Mixed Exploratory,Onshore,Wyoming,Campbell,"56005","",Gas (mcf),11328
2003,Federal,Onshore,New Mexico,San Juan,"35045","",Oil (bbl),898550
2003,Mixed Exploratory,Onshore,Colorado,Las Animas,"08071","",Gas (mcf),107573
2003,Federal,Onshore,Oklahoma,Comanche,"40031","",Oil (bbl),1109
2003,Federal,Onshore,Montana,Blaine,"30005","",Oil (bbl),39709
2003,Federal,Onshore,Montana,Blaine,"30005","",Gas (mcf),3090281
2003,Federal,Onshore,North Dakota,Burke,"38013","",Oil (bbl),7697
2003,Federal,Onshore,North Dakota,Burke,"38013","",Gas (mcf),67751
2003,Federal,Onshore,California,Inyo,"06027","","Geothermal - electrical generation, kilowatt hours (kwh)",568826868
2003,Federal,Onshore,Kansas,Morton,"20129","",Gas (mcf),4743485
2003,Federal,Onshore,California,Los Angeles,"06037","",Gas (mcf),135304
2003,Federal,Onshore,California,Los Angeles,"06037","",Oil (bbl),691473
2003,Federal,Onshore,Utah,Piute,"49031","",Clay (ton),22107
2003,Federal,Onshore,Louisiana,Caddo,"22017","",Gas (mcf),9533
2003,Federal,Onshore,Montana,Dawson,"30021","",Gas (mcf),125565
2003,Federal,Onshore,Montana,Dawson,"30021","",Oil (bbl),372817
2003,Federal,Onshore,Oklahoma,Blaine,"40011","",Oil (bbl),4631
2003,Federal,Onshore,Oklahoma,Blaine,"40011","",Gas (mcf),306359
2003,Federal,Onshore,Colorado,Prowers,"08099","",Gas (mcf),9959
2003,Mixed Exploratory,Onshore,New Mexico,San Juan,"35045","",Gas (mcf),287144
2003,Federal,Onshore,Oklahoma,Coal,"40029","",Gas (mcf),27692
2003,Federal,Onshore,Montana,Carbon,"30009","",Oil (bbl),552270
2003,Federal,Onshore,California,Lassen,"06035","","Geothermal - direct utilization, millions of btus (mmbtu)",288029
2003,Federal,Onshore,Montana,Carbon,"30009","",Gas (mcf),1316089
2003,Federal,Onshore,Arkansas,Sharp,"05135","",Gas (mcf),38547
2003,Federal,Onshore,Oklahoma,Canadian,"40017","",Gas (mcf),203006
2003,Federal,Onshore,California,Lake,"06033","","Geothermal - electrical generation, thousands of pounds (klb)",23506100
2003,Federal,Onshore,Oklahoma,Canadian,"40017","",Oil (bbl),3490
2003,Federal,Onshore,Texas,Wilbarger,"48487","",Oil (bbl),1093
2003,Federal,Onshore,Texas,Wilbarger,"48487","",Gas (mcf),15330
2003,Federal,Onshore,Montana,Carter,"30011","",Oil (bbl),20334
2003,Federal,Onshore,Oklahoma,Caddo,"40015","",Gas (mcf),14929
2003,Federal,Onshore,Oklahoma,Caddo,"40015","",Oil (bbl),34
2003,Federal,Onshore,Montana,Chouteau,"30015","",Gas (mcf),510712
2003,Federal,Onshore,West Virginia,Tucker,"54093","",Gas (mcf),300326
2003,Federal,Onshore,Nevada,Eureka,"32011","","Geothermal - electrical generation, kilowatt hours (kwh)",2860406
2003,Federal,Onshore,Louisiana,Terrebonne,"22109","",Oil (bbl),667
2003,Federal,Onshore,Montana,Toole,"30101","",Gas (mcf),237526
2003,Federal,Onshore,Montana,Toole,"30101","",Oil (bbl),47461
2003,Federal,Onshore,California,Kern,"06029","",Oil (bbl),14187653
2003,Federal,Onshore,California,Kern,"06029","",Gas (mcf),1475125
2003,Federal,Onshore,Texas,Taylor,"48441","",Gas (mcf),6268
2003,Federal,Onshore,Louisiana,Caddo,"22017","",Oil (bbl),9994
2003,Federal,Onshore,California,Kings,"06031","",Gas (mcf),144013
2003,Federal,Onshore,California,Kings,"06031","",Oil (bbl),31697
2003,Native American,Onshore,"","","","",Oil (bbl),11107377
2003,Native American,Onshore,"","","","",Gas (mcf),377952025
2003,Federal,Onshore,New Mexico,Harding,"35021","",Gas (mcf),3098761
2003,Federal,Onshore,New Mexico,Sandoval,"35043","",Gas (mcf),888281
2003,Native American,Onshore,"","","","",Sand/gravel (ton),8035812
2003,Native American,Onshore,"","","","","Geothermal - electrical generation, kilowatt hours (kwh)",1021154
2003,Federal,Onshore,Louisiana,Terrebonne,"22109","",Gas (mcf),256643
2003,Federal,Onshore,Montana,Custer,"30017","",Gas (mcf),51986
2003,Federal,Onshore,Texas,Hemphill,"48211","",Oil (bbl),37
2003,Native American,Onshore,"","","","",Coal (ton),30501898
2003,Native American,Onshore,"","","","",Coal-bituminous-raw (ton),3983
2003,Native American,Onshore,"","","","",Sand/gravel (cubic yards),273523
2003,Native American,Onshore,"","","","",Gypsum (ton),703856
2003,Federal,Onshore,Louisiana,Union,"22111","",Gas (mcf),5947
2003,Federal,Onshore,Texas,Washington,"48477","",Oil (bbl),12685
2003,Federal,Onshore,Texas,Washington,"48477","",Gas (mcf),530045
2003,Federal,Onshore,Kansas,Grant,"20067","",Gas (mcf),202766
2003,Federal,Onshore,Kansas,Ellsworth,"20053","",Gas (mcf),26369
2003,Federal,Onshore,Nevada,Eureka,"32011","",Oil (bbl),50619
2003,Native American,Onshore,"","","","",Cinders (ton),9549
2003,Native American,Onshore,"","","","",Copper concentrate (ton),67253
2003,Federal,Onshore,Colorado,Morgan,"08087","",Oil (bbl),1114
2003,Federal,Onshore,Louisiana,Vermilion,"22113","",Oil (bbl),9132
2003,Federal,Onshore,Louisiana,Vermilion,"22113","",Gas (mcf),482
2003,Federal,Onshore,Louisiana,E Baton Rouge,"22033","",Oil (bbl),19237
2003,Federal,Onshore,Louisiana,E Baton Rouge,"22033","",Gas (mcf),199278
2003,Federal,Onshore,Utah,Duchesne,"49013","",Gas (mcf),2950965
2003,Federal,Onshore,Utah,Duchesne,"49013","",Oil (bbl),1158022
2003,Federal,Onshore,Wyoming,Albany,"56001","",Oil (bbl),46630
2003,Federal,Onshore,Wyoming,Albany,"56001","",Gas (mcf),8608
2003,Federal,Onshore,Nevada,Clark,"32003","",Sand/gravel (ton),451731
2003,Federal,Onshore,Montana,Yellowstone,"30111","",Oil (bbl),283
2003,Federal,Onshore,Louisiana,Vernon,"22115","",Oil (bbl),40470
2003,Federal,Onshore,North Dakota,Golden Valle,"38033","",Oil (bbl),323118
2003,Federal,Onshore,Colorado,Montezuma,"08083","",Gas (mcf),111114789
2003,Federal,Onshore,Colorado,Montezuma,"08083","",Oil (bbl),313794
2003,Federal,Onshore,Nevada,Washoe,"32031","","Geothermal - electrical generation, kilowatt hours (kwh)",23368382
2003,Federal,Onshore,Illinois,Clinton,"17027","",Gas (mcf),120
2003,Federal,Onshore,Louisiana,Vernon,"22115","",Gas (mcf),141927
2003,Federal,Onshore,Kansas,Seward,"20175","",Oil (bbl),457
2003,Federal,Onshore,Kansas,Seward,"20175","",Gas (mcf),252756
2003,Federal,Onshore,Texas,Sabine,"48403","",Gas (mcf),24404
2003,Federal,Onshore,Louisiana,Calcasieu,"22019","",Gas (mcf),89757
2003,Federal,Onshore,Wyoming,Big Horn,"56003","",Oil (bbl),806250
2003,Federal,Onshore,Wyoming,Big Horn,"56003","",Gas (mcf),4204030
2003,Federal,Onshore,Texas,Grayson,"48181","",Gas (mcf),33111
2003,Federal,Onshore,Texas,Grayson,"48181","",Oil (bbl),11495
2003,Federal,Onshore,Texas,Gray,"48179","",Oil (bbl),7562
2003,Federal,Onshore,Wyoming,Campbell,"56005","",Oil (bbl),4794383
2003,Federal,Onshore,Louisiana,Calcasieu,"22019","",Oil (bbl),467
2003,Federal,Onshore,Illinois,Clinton,"17027","",Oil (bbl),25223
2003,Federal,Onshore,Kentucky,Leslie,"21131","",Gas (mcf),95933
2003,Federal,Onshore,Kentucky,Leslie,"21131","",Oil (bbl),666
2003,Federal,Onshore,Wyoming,Campbell,"56005","",Gas (mcf),111031514
2003,Federal,Onshore,Wyoming,Campbell,"56005","",Coal (ton),341290339
2003,Federal,Onshore,Louisiana,W Delta,"22719","",Oil (bbl),500
2003,Federal,Onshore,Nebraska,Cheyenne,"31033","",Gas (mcf),2974
2003,Federal,Onshore,Montana,Stillwater,"30095","",Oil (bbl),13
2003,Federal,Onshore,New York,Chautauqua,"36013","",Gas (mcf),13242
2003,Federal,Onshore,Louisiana,W Delta,"22719","",Gas (mcf),20179
2003,Federal,Onshore,Louisiana,Webster,"22119","",Oil (bbl),4821
2003,Federal,Onshore,Colorado,Moffat,"08081","",Coal (ton),6001688
2003,Federal,Onshore,Nebraska,Cheyenne,"31033","",Oil (bbl),34666
2003,Federal,Onshore,Texas,Mcmullen,"48311","",Gas (mcf),41671
2003,Federal,Onshore,Utah,Daggett,"49009","",Gas (mcf),170471
2003,Federal,Onshore,Utah,Daggett,"49009","",Oil (bbl),195
2003,Federal,Onshore,Kentucky,Lawrence,"21127","",Gas (mcf),2150
2003,Federal,Onshore,Texas,Wheeler,"48483","",Oil (bbl),27
2003,Federal,Onshore,Texas,Wheeler,"48483","",Gas (mcf),3819
2003,Federal,Onshore,Texas,Mcmullen,"48311","",Oil (bbl),5292
2003,Federal,Onshore,Louisiana,Lafourche,"22057","",Oil (bbl),1462
2003,Federal,Onshore,Colorado,Moffat,"08081","",Gas (mcf),16329706
2003,Federal,Onshore,Colorado,Moffat,"08081","",Oil (bbl),249397
2003,Federal,Onshore,North Dakota,Williams,"38105","",Gas (mcf),166865
2003,Federal,Onshore,North Dakota,Williams,"38105","",Oil (bbl),57254
2003,Federal,Onshore,Louisiana,Webster,"22119","",Gas (mcf),39134
2003,Federal,Onshore,Kansas,Stanton,"20187","",Gas (mcf),58410
2003,Federal,Onshore,Louisiana,Lafourche,"22057","",Gas (mcf),1456
2003,Federal,Onshore,Texas,Galveston,"48167","",Gas (mcf),374980
2003,Federal,Onshore,Texas,Galveston,"48167","",Oil (bbl),118228
2003,Federal,Onshore,Idaho,Caribou,"16029","",Phosphate raw ore (ton),4557857
2003,Federal,Onshore,Colorado,Mesa,"08077","",Gas (mcf),6154061
2003,Federal,Onshore,Louisiana,Claiborne,"22027","",Gas (mcf),244409
2003,Federal,Onshore,Kentucky,Henderson,"21101","",Oil (bbl),10042
2003,Federal,Onshore,Texas,Wise,"48497","",Oil (bbl),18323
2003,Federal,Onshore,Colorado,Mesa,"08077","",Oil (bbl),1767
2003,Federal,Onshore,Texas,Wise,"48497","",Gas (mcf),535865
2003,Federal,Onshore,New Mexico,Mckinley,"35031","",Coal (ton),1416411
2003,Federal,Onshore,Texas,Freestone,"48161","",Gas (mcf),152560
2003,Federal,Onshore,New York,Seneca,"36099","",Gas (mcf),8533
2003,Federal,Onshore,New Mexico,Rio Arriba,"35039","",Oil (bbl),835449
2003,Federal,Onshore,Louisiana,Winn,"22127","",Oil (bbl),3978
2003,Federal,Onshore,Louisiana,Winn,"22127","",Gas (mcf),141098
2003,Federal,Onshore,Wyoming,Carbon,"56007","",Oil (bbl),1005404
2003,Federal,Onshore,Wyoming,Carbon,"56007","",Gas (mcf),54644742
2003,Federal,Onshore,Kansas,Stevens,"20189","",Oil (bbl),41
2003,Federal,Onshore,Kansas,Stevens,"20189","",Gas (mcf),524887
2003,Federal,Onshore,Florida,Santa Rosa,"12113","",Gas (mcf),3
2003,Federal,Onshore,Kansas,Hamilton,"20075","",Gas (mcf),65992
2003,Federal,Onshore,Wyoming,Carbon,"56007","",Coal (ton),107924
2003,Federal,Onshore,Texas,Freestone,"48161","",Oil (bbl),28
2003,Federal,Onshore,New Mexico,Rio Arriba,"35039","",Gas (mcf),300270350
2003,Federal,Onshore,North Dakota,Billings,"38007","",Oil (bbl),2313811
2003,Federal,Onshore,Nevada,Nye,"32023","",Oil (bbl),436558
2003,Federal,Onshore,North Dakota,Billings,"38007","",Gas (mcf),2361007
2003,Federal,Onshore,Colorado,Logan,"08075","",Gas (mcf),1440
2003,Federal,Onshore,Colorado,Logan,"08075","",Oil (bbl),1324
2003,Mixed Exploratory,Onshore,Montana,Wibaux,"30109","",Oil (bbl),7412
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Oil (bbl),19621290
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Gas (mcf),211335336
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Potassium sulphate-standard (ton),101217
2003,Federal,Onshore,Michigan,Alcona,"26001","",Gas (mcf),1825
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Brine barrels (bbl),32170
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Potash (ton),233204
2003,Federal,Onshore,Florida,Santa Rosa,"12113","",Oil (bbl),52
2003,Federal,Onshore,Florida,Polk,"12105","",Phosphate raw ore (ton),364989
2003,Federal,Onshore,Louisiana,La Salle,"22059","",Oil (bbl),875
2003,Federal,Onshore,Utah,Carbon,"49007","",Coal (ton),4702040
2003,Federal,Onshore,Utah,Carbon,"49007","",Gas (mcf),18854247
2003,Federal,Onshore,Utah,Carbon,"49007","",Oil (bbl),1289
2003,Federal,Onshore,Louisiana,La Salle,"22059","",Gas (mcf),643
2003,Federal,Onshore,Kentucky,Floyd,"21071","",Gas (mcf),14813
2003,Federal,Onshore,Colorado,Las Animas,"08071","",Gas (mcf),2107042
2003,Federal,Onshore,Texas,Zapata,"48505","",Oil (bbl),1165
2003,Federal,Onshore,Michigan,Allegan,"26005","",Oil (bbl),214
2003,Federal,Onshore,Wyoming,Converse,"56009","",Oil (bbl),1060705
2003,Federal,Onshore,Wyoming,Converse,"56009","",Gas (mcf),15394593
2003,Federal,Onshore,Nevada,Lander,"32015","","Geothermal - electrical generation, kilowatt hours (kwh)",47150073
2003,Federal,Onshore,Utah,Beaver,"49001","","Geothermal - electrical generation, thousands of pounds (klb)",2632931879
2003,Federal,Onshore,Kansas,Trego,"20195","",Oil (bbl),2599
2003,Federal,Onshore,Texas,Parker,"48367","",Gas (mcf),19944
2003,Federal,Onshore,Wyoming,Converse,"56009","",Coal (ton),19086119
2003,Federal,Onshore,New Mexico,Eddy,"35015","",Salt (ton),263186
2003,Federal,Onshore,Texas,Chambers,"48071","",Gas (mcf),4240
2003,Federal,Onshore,Texas,Zapata,"48505","",Gas (mcf),1049421
2003,Federal,Onshore,Nevada,Nye,"32023","",Gas (mcf),6001
2003,Federal,Onshore,Utah,Uintah,"49047","",Oil (bbl),2141284
2003,Federal,Onshore,Texas,Chambers,"48071","",Oil (bbl),6670
